t,f,m,y,l,r,RateOfProductionByTechnology
LNDFOR,LFOR,1,2030,S21,RE1,251.7042
LNDFOR,LFOR,1,2031,S21,RE1,251.7042
LNDFOR,LFOR,1,2032,S21,RE1,251.7042
LNDFOR,LFOR,1,2033,S21,RE1,250.6234
LNDFOR,LFOR,1,2034,S21,RE1,249.8446
LNDFOR,LFOR,1,2035,S21,RE1,248.7543
LNDFOR,WTREVT,1,2020,S21,RE1,215.56
LNDFOR,WTREVT,1,2021,S21,RE1,215.418
LNDFOR,WTREVT,1,2022,S21,RE1,215.372
LNDFOR,WTREVT,1,2023,S21,RE1,215.2418
LNDFOR,WTREVT,1,2024,S21,RE1,215.1939
LNDFOR,WTREVT,1,2025,S21,RE1,215.0412
LNDFOR,WTREVT,1,2026,S21,RE1,214.9925
LNDFOR,WTREVT,1,2027,S21,RE1,214.857
LNDFOR,WTREVT,1,2028,S21,RE1,214.7856
LNDFOR,WTREVT,1,2029,S21,RE1,214.6287
LNDFOR,WTREVT,1,2030,S21,RE1,213.9486
LNDFOR,WTREVT,1,2031,S21,RE1,213.9486
LNDFOR,WTREVT,1,2032,S21,RE1,213.9486
LNDFOR,WTREVT,1,2033,S21,RE1,213.0299
LNDFOR,WTREVT,1,2034,S21,RE1,212.3679
LNDFOR,WTREVT,1,2035,S21,RE1,211.4412
LNDFOR,WTRGWT,1,2020,S21,RE1,7.608
LNDFOR,WTRGWT,1,2021,S21,RE1,7.603
LNDFOR,WTRGWT,1,2022,S21,RE1,7.6014
LNDFOR,WTRGWT,1,2023,S21,RE1,7.5968
LNDFOR,WTRGWT,1,2024,S21,RE1,7.5951
LNDFOR,WTRGWT,1,2025,S21,RE1,7.5897
LNDFOR,WTRGWT,1,2026,S21,RE1,7.588
LNDFOR,WTRGWT,1,2027,S21,RE1,7.5832
LNDFOR,WTRGWT,1,2028,S21,RE1,7.5807
LNDFOR,WTRGWT,1,2029,S21,RE1,7.5751
LNDFOR,WTRGWT,1,2030,S21,RE1,7.5511
LNDFOR,WTRGWT,1,2031,S21,RE1,7.5511
LNDFOR,WTRGWT,1,2032,S21,RE1,7.5511
LNDFOR,WTRGWT,1,2033,S21,RE1,7.5187
LNDFOR,WTRGWT,1,2034,S21,RE1,7.4953
LNDFOR,WTRGWT,1,2035,S21,RE1,7.4626
LNDFOR,WTRRUN,1,2020,S21,RE1,81.152
LNDFOR,WTRRUN,1,2021,S21,RE1,81.0985
LNDFOR,WTRRUN,1,2022,S21,RE1,81.0812
LNDFOR,WTRRUN,1,2023,S21,RE1,81.0322
LNDFOR,WTRRUN,1,2024,S21,RE1,81.0142
LNDFOR,WTRRUN,1,2025,S21,RE1,80.9567
LNDFOR,WTRRUN,1,2026,S21,RE1,80.9384
LNDFOR,WTRRUN,1,2027,S21,RE1,80.8874
LNDFOR,WTRRUN,1,2028,S21,RE1,80.8604
LNDFOR,WTRRUN,1,2029,S21,RE1,80.8014
LNDFOR,WTRRUN,1,2030,S21,RE1,80.5453
LNDFOR,WTRRUN,1,2031,S21,RE1,80.5453
LNDFOR,WTRRUN,1,2032,S21,RE1,80.5453
LNDFOR,WTRRUN,1,2033,S21,RE1,80.1995
LNDFOR,WTRRUN,1,2034,S21,RE1,79.9503
LNDFOR,WTRRUN,1,2035,S21,RE1,79.6014
LNDMAIIRR,CRPMAI,1,2020,S21,RE1,0.1549
LNDMAIIRR,CRPMAI,1,2021,S21,RE1,0.3365
LNDMAIIRR,CRPMAI,1,2022,S21,RE1,0.519
LNDMAIIRR,CRPMAI,1,2023,S21,RE1,0.7006
LNDMAIIRR,CRPMAI,1,2024,S21,RE1,0.8831
LNDMAIIRR,CRPMAI,1,2025,S21,RE1,1.0765
LNDMAIIRR,CRPMAI,1,2026,S21,RE1,1.259
LNDMAIIRR,CRPMAI,1,2027,S21,RE1,1.4425
LNDMAIIRR,CRPMAI,1,2028,S21,RE1,1.6369
LNDMAIIRR,CRPMAI,1,2029,S21,RE1,1.8313
LNDMAIIRR,CRPMAI,1,2030,S21,RE1,2.0267
LNDMAIIRR,CRPMAI,1,2031,S21,RE1,2.0831
LNDMAIIRR,CRPMAI,1,2032,S21,RE1,2.1395
LNDMAIIRR,CRPMAI,1,2033,S21,RE1,2.1959
LNDMAIIRR,CRPMAI,1,2034,S21,RE1,2.2522
LNDMAIIRR,CRPMAI,1,2035,S21,RE1,2.3096
LNDMAIIRR,WTREVT,1,2020,S21,RE1,0.1699
LNDMAIIRR,WTREVT,1,2021,S21,RE1,0.369
LNDMAIIRR,WTREVT,1,2022,S21,RE1,0.5691
LNDMAIIRR,WTREVT,1,2023,S21,RE1,0.7682
LNDMAIIRR,WTREVT,1,2024,S21,RE1,0.9683
LNDMAIIRR,WTREVT,1,2025,S21,RE1,1.1804
LNDMAIIRR,WTREVT,1,2026,S21,RE1,1.3804
LNDMAIIRR,WTREVT,1,2027,S21,RE1,1.5817
LNDMAIIRR,WTREVT,1,2028,S21,RE1,1.7948
LNDMAIIRR,WTREVT,1,2029,S21,RE1,2.008
LNDMAIIRR,WTREVT,1,2030,S21,RE1,2.2222
LNDMAIIRR,WTREVT,1,2031,S21,RE1,2.284
LNDMAIIRR,WTREVT,1,2032,S21,RE1,2.3459
LNDMAIIRR,WTREVT,1,2033,S21,RE1,2.4078
LNDMAIIRR,WTREVT,1,2034,S21,RE1,2.4696
LNDMAIIRR,WTREVT,1,2035,S21,RE1,2.5325
LNDMAIIRR,WTRGWT,1,2020,S21,RE1,0.034
LNDMAIIRR,WTRGWT,1,2021,S21,RE1,0.0738
LNDMAIIRR,WTRGWT,1,2022,S21,RE1,0.1138
LNDMAIIRR,WTRGWT,1,2023,S21,RE1,0.1536
LNDMAIIRR,WTRGWT,1,2024,S21,RE1,0.1937
LNDMAIIRR,WTRGWT,1,2025,S21,RE1,0.2361
LNDMAIIRR,WTRGWT,1,2026,S21,RE1,0.2761
LNDMAIIRR,WTRGWT,1,2027,S21,RE1,0.3163
LNDMAIIRR,WTRGWT,1,2028,S21,RE1,0.359
LNDMAIIRR,WTRGWT,1,2029,S21,RE1,0.4016
LNDMAIIRR,WTRGWT,1,2030,S21,RE1,0.4444
LNDMAIIRR,WTRGWT,1,2031,S21,RE1,0.4568
LNDMAIIRR,WTRGWT,1,2032,S21,RE1,0.4692
LNDMAIIRR,WTRGWT,1,2033,S21,RE1,0.4816
LNDMAIIRR,WTRGWT,1,2034,S21,RE1,0.4939
LNDMAIIRR,WTRGWT,1,2035,S21,RE1,0.5065
LNDMAIIRR,WTRRUN,1,2020,S21,RE1,0.3058
LNDMAIIRR,WTRRUN,1,2021,S21,RE1,0.6641
LNDMAIIRR,WTRRUN,1,2022,S21,RE1,1.0244
LNDMAIIRR,WTRRUN,1,2023,S21,RE1,1.3827
LNDMAIIRR,WTRRUN,1,2024,S21,RE1,1.7429
LNDMAIIRR,WTRRUN,1,2025,S21,RE1,2.1246
LNDMAIIRR,WTRRUN,1,2026,S21,RE1,2.4848
LNDMAIIRR,WTRRUN,1,2027,S21,RE1,2.8471
LNDMAIIRR,WTRRUN,1,2028,S21,RE1,3.2307
LNDMAIIRR,WTRRUN,1,2029,S21,RE1,3.6144
LNDMAIIRR,WTRRUN,1,2030,S21,RE1,4.0
LNDMAIIRR,WTRRUN,1,2031,S21,RE1,4.1113
LNDMAIIRR,WTRRUN,1,2032,S21,RE1,4.2226
LNDMAIIRR,WTRRUN,1,2033,S21,RE1,4.334
LNDMAIIRR,WTRRUN,1,2034,S21,RE1,4.4452
LNDMAIIRR,WTRRUN,1,2035,S21,RE1,4.5585
LNDMAIRNF,CRPMAI,1,2020,S21,RE1,1.3899
LNDMAIRNF,CRPMAI,1,2021,S21,RE1,1.2509
LNDMAIRNF,CRPMAI,1,2022,S21,RE1,1.1119
LNDMAIRNF,CRPMAI,1,2023,S21,RE1,0.9729
LNDMAIRNF,CRPMAI,1,2024,S21,RE1,0.8339
LNDMAIRNF,CRPMAI,1,2025,S21,RE1,0.695
LNDMAIRNF,CRPMAI,1,2026,S21,RE1,0.556
LNDMAIRNF,CRPMAI,1,2027,S21,RE1,0.417
LNDMAIRNF,CRPMAI,1,2028,S21,RE1,0.278
LNDMAIRNF,CRPMAI,1,2029,S21,RE1,0.139
LNDMAIRNF,CRPMAI,1,2030,S21,RE1,0.0
LNDMAIRNF,CRPMAI,1,2031,S21,RE1,0.0
LNDMAIRNF,CRPMAI,1,2032,S21,RE1,0.0
LNDMAIRNF,CRPMAI,1,2033,S21,RE1,0.0
LNDMAIRNF,CRPMAI,1,2034,S21,RE1,0.0
LNDMAIRNF,CRPMAI,1,2035,S21,RE1,0.0
LNDMAIRNF,WTREVT,1,2020,S21,RE1,1.64
LNDMAIRNF,WTREVT,1,2021,S21,RE1,1.476
LNDMAIRNF,WTREVT,1,2022,S21,RE1,1.312
LNDMAIRNF,WTREVT,1,2023,S21,RE1,1.148
LNDMAIRNF,WTREVT,1,2024,S21,RE1,0.984
LNDMAIRNF,WTREVT,1,2025,S21,RE1,0.82
LNDMAIRNF,WTREVT,1,2026,S21,RE1,0.656
LNDMAIRNF,WTREVT,1,2027,S21,RE1,0.492
LNDMAIRNF,WTREVT,1,2028,S21,RE1,0.328
LNDMAIRNF,WTREVT,1,2029,S21,RE1,0.164
LNDMAIRNF,WTREVT,1,2030,S21,RE1,0.0
LNDMAIRNF,WTREVT,1,2031,S21,RE1,0.0
LNDMAIRNF,WTREVT,1,2032,S21,RE1,0.0
LNDMAIRNF,WTREVT,1,2033,S21,RE1,0.0
LNDMAIRNF,WTREVT,1,2034,S21,RE1,0.0
LNDMAIRNF,WTREVT,1,2035,S21,RE1,0.0
LNDMAIRNF,WTRGWT,1,2020,S21,RE1,0.328
LNDMAIRNF,WTRGWT,1,2021,S21,RE1,0.2952
LNDMAIRNF,WTRGWT,1,2022,S21,RE1,0.2624
LNDMAIRNF,WTRGWT,1,2023,S21,RE1,0.2296
LNDMAIRNF,WTRGWT,1,2024,S21,RE1,0.1968
LNDMAIRNF,WTRGWT,1,2025,S21,RE1,0.164
LNDMAIRNF,WTRGWT,1,2026,S21,RE1,0.1312
LNDMAIRNF,WTRGWT,1,2027,S21,RE1,0.0984
LNDMAIRNF,WTRGWT,1,2028,S21,RE1,0.0656
LNDMAIRNF,WTRGWT,1,2029,S21,RE1,0.0328
LNDMAIRNF,WTRGWT,1,2030,S21,RE1,0.0
LNDMAIRNF,WTRGWT,1,2031,S21,RE1,0.0
LNDMAIRNF,WTRGWT,1,2032,S21,RE1,0.0
LNDMAIRNF,WTRGWT,1,2033,S21,RE1,0.0
LNDMAIRNF,WTRGWT,1,2034,S21,RE1,0.0
LNDMAIRNF,WTRGWT,1,2035,S21,RE1,0.0
LNDMAIRNF,WTRRUN,1,2020,S21,RE1,2.952
LNDMAIRNF,WTRRUN,1,2021,S21,RE1,2.6568
LNDMAIRNF,WTRRUN,1,2022,S21,RE1,2.3616
LNDMAIRNF,WTRRUN,1,2023,S21,RE1,2.0664
LNDMAIRNF,WTRRUN,1,2024,S21,RE1,1.7712
LNDMAIRNF,WTRRUN,1,2025,S21,RE1,1.476
LNDMAIRNF,WTRRUN,1,2026,S21,RE1,1.1808
LNDMAIRNF,WTRRUN,1,2027,S21,RE1,0.8856
LNDMAIRNF,WTRRUN,1,2028,S21,RE1,0.5904
LNDMAIRNF,WTRRUN,1,2029,S21,RE1,0.2952
LNDMAIRNF,WTRRUN,1,2030,S21,RE1,0.0
LNDMAIRNF,WTRRUN,1,2031,S21,RE1,0.0
LNDMAIRNF,WTRRUN,1,2032,S21,RE1,0.0
LNDMAIRNF,WTRRUN,1,2033,S21,RE1,0.0
LNDMAIRNF,WTRRUN,1,2034,S21,RE1,0.0
LNDMAIRNF,WTRRUN,1,2035,S21,RE1,0.0
LNDRICIRR,CRPRIC,1,2020,S21,RE1,0.5968
LNDRICIRR,CRPRIC,1,2021,S21,RE1,0.6915
LNDRICIRR,CRPRIC,1,2022,S21,RE1,0.8072
LNDRICIRR,CRPRIC,1,2023,S21,RE1,0.9234
LNDRICIRR,CRPRIC,1,2024,S21,RE1,1.0406
LNDRICIRR,CRPRIC,1,2025,S21,RE1,1.1585
LNDRICIRR,CRPRIC,1,2026,S21,RE1,1.2766
LNDRICIRR,CRPRIC,1,2027,S21,RE1,1.3948
LNDRICIRR,CRPRIC,1,2028,S21,RE1,1.514
LNDRICIRR,CRPRIC,1,2029,S21,RE1,1.6348
LNDRICIRR,CRPRIC,1,2030,S21,RE1,1.755
LNDRICIRR,CRPRIC,1,2031,S21,RE1,1.79
LNDRICIRR,CRPRIC,1,2032,S21,RE1,1.8259
LNDRICIRR,CRPRIC,1,2033,S21,RE1,1.8631
LNDRICIRR,CRPRIC,1,2034,S21,RE1,1.9001
LNDRICIRR,CRPRIC,1,2035,S21,RE1,1.938
LNDRICIRR,WTREVT,1,2020,S21,RE1,0.4125
LNDRICIRR,WTREVT,1,2021,S21,RE1,0.478
LNDRICIRR,WTREVT,1,2022,S21,RE1,0.558
LNDRICIRR,WTREVT,1,2023,S21,RE1,0.6383
LNDRICIRR,WTREVT,1,2024,S21,RE1,0.7193
LNDRICIRR,WTREVT,1,2025,S21,RE1,0.8008
LNDRICIRR,WTREVT,1,2026,S21,RE1,0.8824
LNDRICIRR,WTREVT,1,2027,S21,RE1,0.9641
LNDRICIRR,WTREVT,1,2028,S21,RE1,1.0465
LNDRICIRR,WTREVT,1,2029,S21,RE1,1.13
LNDRICIRR,WTREVT,1,2030,S21,RE1,1.2131
LNDRICIRR,WTREVT,1,2031,S21,RE1,1.2374
LNDRICIRR,WTREVT,1,2032,S21,RE1,1.2622
LNDRICIRR,WTREVT,1,2033,S21,RE1,1.2878
LNDRICIRR,WTREVT,1,2034,S21,RE1,1.3134
LNDRICIRR,WTREVT,1,2035,S21,RE1,1.3396
LNDRICIRR,WTRGWT,1,2020,S21,RE1,0.0495
LNDRICIRR,WTRGWT,1,2021,S21,RE1,0.0574
LNDRICIRR,WTRGWT,1,2022,S21,RE1,0.067
LNDRICIRR,WTRGWT,1,2023,S21,RE1,0.0766
LNDRICIRR,WTRGWT,1,2024,S21,RE1,0.0863
LNDRICIRR,WTRGWT,1,2025,S21,RE1,0.0961
LNDRICIRR,WTRGWT,1,2026,S21,RE1,0.1059
LNDRICIRR,WTRGWT,1,2027,S21,RE1,0.1157
LNDRICIRR,WTRGWT,1,2028,S21,RE1,0.1256
LNDRICIRR,WTRGWT,1,2029,S21,RE1,0.1356
LNDRICIRR,WTRGWT,1,2030,S21,RE1,0.1456
LNDRICIRR,WTRGWT,1,2031,S21,RE1,0.1485
LNDRICIRR,WTRGWT,1,2032,S21,RE1,0.1515
LNDRICIRR,WTRGWT,1,2033,S21,RE1,0.1545
LNDRICIRR,WTRGWT,1,2034,S21,RE1,0.1576
LNDRICIRR,WTRGWT,1,2035,S21,RE1,0.1608
LNDRICIRR,WTRRUN,1,2020,S21,RE1,0.4455
LNDRICIRR,WTRRUN,1,2021,S21,RE1,0.5162
LNDRICIRR,WTRRUN,1,2022,S21,RE1,0.6026
LNDRICIRR,WTRRUN,1,2023,S21,RE1,0.6894
LNDRICIRR,WTRRUN,1,2024,S21,RE1,0.7769
LNDRICIRR,WTRRUN,1,2025,S21,RE1,0.8648
LNDRICIRR,WTRRUN,1,2026,S21,RE1,0.953
LNDRICIRR,WTRRUN,1,2027,S21,RE1,1.0413
LNDRICIRR,WTRRUN,1,2028,S21,RE1,1.1303
LNDRICIRR,WTRRUN,1,2029,S21,RE1,1.2204
LNDRICIRR,WTRRUN,1,2030,S21,RE1,1.3102
LNDRICIRR,WTRRUN,1,2031,S21,RE1,1.3363
LNDRICIRR,WTRRUN,1,2032,S21,RE1,1.3631
LNDRICIRR,WTRRUN,1,2033,S21,RE1,1.3909
LNDRICIRR,WTRRUN,1,2034,S21,RE1,1.4185
LNDRICIRR,WTRRUN,1,2035,S21,RE1,1.4468
LNDRICRNF,CRPRIC,1,2020,S21,RE1,0.8019
LNDRICRNF,CRPRIC,1,2021,S21,RE1,0.7776
LNDRICRNF,CRPRIC,1,2022,S21,RE1,0.6908
LNDRICRNF,CRPRIC,1,2023,S21,RE1,0.6046
LNDRICRNF,CRPRIC,1,2024,S21,RE1,0.5184
LNDRICRNF,CRPRIC,1,2025,S21,RE1,0.4316
LNDRICRNF,CRPRIC,1,2026,S21,RE1,0.3454
LNDRICRNF,CRPRIC,1,2027,S21,RE1,0.2592
LNDRICRNF,CRPRIC,1,2028,S21,RE1,0.173
LNDRICRNF,CRPRIC,1,2029,S21,RE1,0.0862
LNDRICRNF,CRPRIC,1,2030,S21,RE1,0.0
LNDRICRNF,CRPRIC,1,2031,S21,RE1,0.0
LNDRICRNF,CRPRIC,1,2032,S21,RE1,0.0
LNDRICRNF,CRPRIC,1,2033,S21,RE1,0.0
LNDRICRNF,CRPRIC,1,2034,S21,RE1,0.0
LNDRICRNF,CRPRIC,1,2035,S21,RE1,0.0
LNDRICRNF,WTREVT,1,2020,S21,RE1,0.7927
LNDRICRNF,WTREVT,1,2021,S21,RE1,0.7686
LNDRICRNF,WTREVT,1,2022,S21,RE1,0.6828
LNDRICRNF,WTREVT,1,2023,S21,RE1,0.5976
LNDRICRNF,WTREVT,1,2024,S21,RE1,0.5124
LNDRICRNF,WTREVT,1,2025,S21,RE1,0.4266
LNDRICRNF,WTREVT,1,2026,S21,RE1,0.3414
LNDRICRNF,WTREVT,1,2027,S21,RE1,0.2562
LNDRICRNF,WTREVT,1,2028,S21,RE1,0.171
LNDRICRNF,WTREVT,1,2029,S21,RE1,0.0852
LNDRICRNF,WTREVT,1,2030,S21,RE1,0.0
LNDRICRNF,WTREVT,1,2031,S21,RE1,0.0
LNDRICRNF,WTREVT,1,2032,S21,RE1,0.0
LNDRICRNF,WTREVT,1,2033,S21,RE1,0.0
LNDRICRNF,WTREVT,1,2034,S21,RE1,0.0
LNDRICRNF,WTREVT,1,2035,S21,RE1,0.0
LNDRICRNF,WTRGWT,1,2020,S21,RE1,0.0793
LNDRICRNF,WTRGWT,1,2021,S21,RE1,0.0769
LNDRICRNF,WTRGWT,1,2022,S21,RE1,0.0683
LNDRICRNF,WTRGWT,1,2023,S21,RE1,0.0598
LNDRICRNF,WTRGWT,1,2024,S21,RE1,0.0512
LNDRICRNF,WTRGWT,1,2025,S21,RE1,0.0427
LNDRICRNF,WTRGWT,1,2026,S21,RE1,0.0341
LNDRICRNF,WTRGWT,1,2027,S21,RE1,0.0256
LNDRICRNF,WTRGWT,1,2028,S21,RE1,0.0171
LNDRICRNF,WTRGWT,1,2029,S21,RE1,0.0085
LNDRICRNF,WTRGWT,1,2030,S21,RE1,0.0
LNDRICRNF,WTRGWT,1,2031,S21,RE1,0.0
LNDRICRNF,WTRGWT,1,2032,S21,RE1,0.0
LNDRICRNF,WTRGWT,1,2033,S21,RE1,0.0
LNDRICRNF,WTRGWT,1,2034,S21,RE1,0.0
LNDRICRNF,WTRGWT,1,2035,S21,RE1,0.0
LNDRICRNF,WTRRUN,1,2020,S21,RE1,0.7134
LNDRICRNF,WTRRUN,1,2021,S21,RE1,0.6917
LNDRICRNF,WTRRUN,1,2022,S21,RE1,0.6145
LNDRICRNF,WTRRUN,1,2023,S21,RE1,0.5378
LNDRICRNF,WTRRUN,1,2024,S21,RE1,0.4612
LNDRICRNF,WTRRUN,1,2025,S21,RE1,0.3839
LNDRICRNF,WTRRUN,1,2026,S21,RE1,0.3073
LNDRICRNF,WTRRUN,1,2027,S21,RE1,0.2306
LNDRICRNF,WTRRUN,1,2028,S21,RE1,0.1539
LNDRICRNF,WTRRUN,1,2029,S21,RE1,0.0767
LNDRICRNF,WTRRUN,1,2030,S21,RE1,0.0
LNDRICRNF,WTRRUN,1,2031,S21,RE1,0.0
LNDRICRNF,WTRRUN,1,2032,S21,RE1,0.0
LNDRICRNF,WTRRUN,1,2033,S21,RE1,0.0
LNDRICRNF,WTRRUN,1,2034,S21,RE1,0.0
LNDRICRNF,WTRRUN,1,2035,S21,RE1,0.0
LNDWAT,LWAT,1,2020,S21,RE1,25.0892
LNDWAT,LWAT,1,2021,S21,RE1,25.021
LNDWAT,LWAT,1,2022,S21,RE1,25.021
LNDWAT,LWAT,1,2023,S21,RE1,25.021
LNDWAT,LWAT,1,2024,S21,RE1,25.021
LNDWAT,LWAT,1,2025,S21,RE1,25.021
LNDWAT,LWAT,1,2026,S21,RE1,25.021
LNDWAT,LWAT,1,2027,S21,RE1,25.021
LNDWAT,LWAT,1,2028,S21,RE1,25.021
LNDWAT,LWAT,1,2029,S21,RE1,25.021
LNDWAT,LWAT,1,2030,S21,RE1,25.6338
LNDWAT,LWAT,1,2031,S21,RE1,25.3778
LNDWAT,LWAT,1,2032,S21,RE1,25.021
LNDWAT,LWAT,1,2033,S21,RE1,25.7441
LNDWAT,LWAT,1,2034,S21,RE1,26.2651
LNDWAT,LWAT,1,2035,S21,RE1,26.9945
LNDWAT,WTREVT,1,2020,S21,RE1,10.0357
LNDWAT,WTREVT,1,2021,S21,RE1,10.0084
LNDWAT,WTREVT,1,2022,S21,RE1,10.0084
LNDWAT,WTREVT,1,2023,S21,RE1,10.0084
LNDWAT,WTREVT,1,2024,S21,RE1,10.0084
LNDWAT,WTREVT,1,2025,S21,RE1,10.0084
LNDWAT,WTREVT,1,2026,S21,RE1,10.0084
LNDWAT,WTREVT,1,2027,S21,RE1,10.0084
LNDWAT,WTREVT,1,2028,S21,RE1,10.0084
LNDWAT,WTREVT,1,2029,S21,RE1,10.0084
LNDWAT,WTREVT,1,2030,S21,RE1,10.2535
LNDWAT,WTREVT,1,2031,S21,RE1,10.1511
LNDWAT,WTREVT,1,2032,S21,RE1,10.0084
LNDWAT,WTREVT,1,2033,S21,RE1,10.2976
LNDWAT,WTREVT,1,2034,S21,RE1,10.506
LNDWAT,WTREVT,1,2035,S21,RE1,10.7978
LNDWAT,WTRGWT,1,2020,S21,RE1,2.0071
LNDWAT,WTRGWT,1,2021,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2022,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2023,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2024,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2025,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2026,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2027,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2028,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2029,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2030,S21,RE1,2.0507
LNDWAT,WTRGWT,1,2031,S21,RE1,2.0302
LNDWAT,WTRGWT,1,2032,S21,RE1,2.0017
LNDWAT,WTRGWT,1,2033,S21,RE1,2.0595
LNDWAT,WTRGWT,1,2034,S21,RE1,2.1012
LNDWAT,WTRGWT,1,2035,S21,RE1,2.1596
LNDWAT,WTRRUN,1,2020,S21,RE1,18.0642
LNDWAT,WTRRUN,1,2021,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2022,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2023,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2024,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2025,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2026,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2027,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2028,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2029,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2030,S21,RE1,18.4563
LNDWAT,WTRRUN,1,2031,S21,RE1,18.272
LNDWAT,WTRRUN,1,2032,S21,RE1,18.0151
LNDWAT,WTRRUN,1,2033,S21,RE1,18.5358
LNDWAT,WTRRUN,1,2034,S21,RE1,18.9109
LNDWAT,WTRRUN,1,2035,S21,RE1,19.436
MINCOA,COA,1,2020,S21,RE1,319.1228
MINCOA,COA,1,2021,S21,RE1,310.7549
MINCOA,COA,1,2022,S21,RE1,297.4797
MINCOA,COA,1,2023,S21,RE1,286.26
MINCOA,COA,1,2024,S21,RE1,279.8714
MINCOA,COA,1,2025,S21,RE1,276.0548
MINCOA,COA,1,2026,S21,RE1,273.4649
MINCOA,COA,1,2027,S21,RE1,277.6297
MINCOA,COA,1,2028,S21,RE1,297.567
MINCOA,COA,1,2029,S21,RE1,308.3004
MINCOA,COA,1,2030,S21,RE1,189.216
MINCOA,COA,1,2031,S21,RE1,189.216
MINCOA,COA,1,2032,S21,RE1,185.8527
MINCOA,COA,1,2033,S21,RE1,189.216
MINCOA,COA,1,2034,S21,RE1,174.401
MINCOA,COA,1,2035,S21,RE1,189.216
MINGAS,GAS,1,2020,S21,RE1,117.2489
MINGAS,GAS,1,2021,S21,RE1,136.386
MINGAS,GAS,1,2022,S21,RE1,162.4909
MINGAS,GAS,1,2023,S21,RE1,186.9573
MINGAS,GAS,1,2024,S21,RE1,205.9013
MINGAS,GAS,1,2025,S21,RE1,222.6063
MINGAS,GAS,1,2026,S21,RE1,239.3834
MINGAS,GAS,1,2027,S21,RE1,249.002
MINGAS,GAS,1,2028,S21,RE1,240.0246
MINGAS,GAS,1,2029,S21,RE1,243.6712
MINGAS,GAS,1,2030,S21,RE1,324.055
MINGAS,GAS,1,2031,S21,RE1,329.2171
MINGAS,GAS,1,2032,S21,RE1,329.2171
MINGAS,GAS,1,2033,S21,RE1,329.2171
MINGAS,GAS,1,2034,S21,RE1,329.2171
MINGAS,GAS,1,2035,S21,RE1,316.1178
PWRCOA,ELC001,1,2020,S21,RE1,106.3743
PWRCOA,ELC001,1,2021,S21,RE1,103.585
PWRCOA,ELC001,1,2022,S21,RE1,99.1599
PWRCOA,ELC001,1,2023,S21,RE1,95.42
PWRCOA,ELC001,1,2024,S21,RE1,93.2905
PWRCOA,ELC001,1,2025,S21,RE1,92.0183
PWRCOA,ELC001,1,2026,S21,RE1,91.155
PWRCOA,ELC001,1,2027,S21,RE1,92.5432
PWRCOA,ELC001,1,2028,S21,RE1,99.189
PWRCOA,ELC001,1,2029,S21,RE1,102.7668
PWRCOA,ELC001,1,2030,S21,RE1,63.072
PWRCOA,ELC001,1,2031,S21,RE1,63.072
PWRCOA,ELC001,1,2032,S21,RE1,61.9509
PWRCOA,ELC001,1,2033,S21,RE1,63.072
PWRCOA,ELC001,1,2034,S21,RE1,58.1337
PWRCOA,ELC001,1,2035,S21,RE1,63.072
PWRGAS,ELC001,1,2020,S21,RE1,58.6245
PWRGAS,ELC001,1,2021,S21,RE1,68.193
PWRGAS,ELC001,1,2022,S21,RE1,81.2455
PWRGAS,ELC001,1,2023,S21,RE1,93.4786
PWRGAS,ELC001,1,2024,S21,RE1,102.9506
PWRGAS,ELC001,1,2025,S21,RE1,111.3032
PWRGAS,ELC001,1,2026,S21,RE1,119.6917
PWRGAS,ELC001,1,2027,S21,RE1,124.501
PWRGAS,ELC001,1,2028,S21,RE1,120.0123
PWRGAS,ELC001,1,2029,S21,RE1,121.8356
PWRGAS,ELC001,1,2030,S21,RE1,162.0275
PWRGAS,ELC001,1,2031,S21,RE1,164.6086
PWRGAS,ELC001,1,2032,S21,RE1,164.6086
PWRGAS,ELC001,1,2033,S21,RE1,164.6086
PWRGAS,ELC001,1,2034,S21,RE1,164.6086
PWRGAS,ELC001,1,2035,S21,RE1,158.0589
PWRHYD,ELC001,1,2020,S21,RE1,38.424
PWRHYD,ELC001,1,2021,S21,RE1,38.4561
PWRHYD,ELC001,1,2022,S21,RE1,38.4904
PWRHYD,ELC001,1,2023,S21,RE1,38.5275
PWRHYD,ELC001,1,2024,S21,RE1,38.5621
PWRHYD,ELC001,1,2025,S21,RE1,38.6047
PWRHYD,ELC001,1,2026,S21,RE1,38.6395
PWRHYD,ELC001,1,2027,S21,RE1,38.6778
